iteration,episode,action,reward,carol_help_regret,carol_decline_regret,carol_reciprocate_regret
480,48,decline,0.1000,48.6622,-122.0205,50.2879
481,49,decline,0.1000,48.9340,-122.0205,50.5508
482,49,help,0.2000,48.9340,-122.2205,50.7138
483,49,help,0.2000,48.9340,-122.4205,50.8768
484,49,reciprocate,0.2000,49.1037,-122.6205,50.8768
485,49,help,0.6000,49.1037,-123.2205,50.6387
486,49,decline,0.1000,49.3748,-123.2205,50.9007
487,49,decline,0.1000,49.6459,-123.2205,51.1627
488,49,decline,0.1000,49.9169,-123.2205,51.4246
489,49,decline,0.1000,50.1880,-123.2205,51.6866
490,49,decline,-0.3000,50.8591,-123.2205,52.3485
491,50,reciprocate,0.5000,50.7302,-123.7199,52.3485
492,50,decline,0.1000,51.0013,-123.7199,52.6114
493,50,reciprocate,0.5000,50.8724,-124.2187,52.6114
494,50,help,0.6000,50.8724,-124.8174,52.3750
495,50,decline,0.1000,51.1448,-124.8174,52.6386
496,50,decline,-0.3000,51.8173,-124.8174,53.3023
497,50,reciprocate,0.5000,51.6897,-125.3174,53.3023
498,50,reciprocate,0.5000,51.5622,-125.8174,53.3023
499,50,decline,0.1000,51.8346,-125.8174,53.5675
500,50,help,0.6000,51.8346,-126.4168,53.3328
501,51,help,0.2000,51.8346,-126.6162,53.4981
502,51,decline,0.1000,52.1074,-126.6162,53.7633
503,51,help,0.6000,52.1074,-127.2150,53.5286
504,51,decline,0.1000,52.3815,-127.2150,53.7939
505,51,reciprocate,0.5000,52.2557,-127.7132,53.7939
506,51,reciprocate,0.2000,52.4298,-127.9114,53.7939
507,51,decline,0.1000,52.7039,-127.9114,54.0590
508,51,reciprocate,0.2000,52.8780,-128.1090,54.0590
509,51,help,0.6000,52.8780,-128.7067,53.8231
510,51,decline,0.1000,53.1534,-128.7067,54.0872
511,52,decline,-0.3000,53.8289,-128.7067,54.7513
512,52,help,0.2000,53.8289,-128.9055,54.9154
513,52,decline,-0.3000,54.5033,-128.9055,55.5796
514,52,help,0.2000,54.5033,-129.1061,55.7437
515,52,decline,0.1000,54.7767,-129.1061,56.0078
516,52,help,0.6000,54.7767,-129.7061,55.7719
517,52,help,0.6000,54.7767,-130.3061,55.5360
518,52,reciprocate,0.2000,54.9527,-130.5061,55.5360
519,52,reciprocate,0.5000,54.8287,-131.0061,55.5360
520,52,reciprocate,0.5000,54.7047,-131.5061,55.5360
521,53,help,0.6000,54.7047,-132.1061,55.3008
522,53,help,0.2000,54.7047,-132.3061,55.4655
523,53,help,0.6000,54.7047,-132.9061,55.2302
524,53,reciprocate,0.5000,54.5822,-133.4061,55.2302
525,53,reciprocate,0.5000,54.4598,-133.9061,55.2302
526,53,decline,-0.3000,55.1373,-133.9061,55.8965
527,53,decline,-0.3000,55.8148,-133.9061,56.5628
528,53,decline,0.1000,56.0924,-133.9061,56.8291
529,53,help,0.2000,56.0924,-134.1089,56.9954
530,53,decline,0.1000,56.3689,-134.1089,57.2617
531,54,reciprocate,0.5000,56.2454,-134.6112,57.2617
532,54,help,0.2000,56.2454,-134.8135,57.4287
533,54,help,0.2000,56.2454,-135.0158,57.5958
534,54,decline,-0.3000,56.9200,-135.0158,58.2628
535,54,decline,0.1000,57.1946,-135.0158,58.5299
536,54,help,0.2000,57.1946,-135.2191,58.6969
537,54,reciprocate,0.5000,57.0682,-135.7225,58.6969
538,54,help,0.6000,57.0682,-136.3259,58.4647
539,54,help,0.2000,57.0682,-136.5292,58.6325
540,54,reciprocate,0.2000,57.2421,-136.7326,58.6325
541,55,help,0.2000,57.2421,-136.9360,58.7993
542,55,help,0.2000,57.2421,-137.1393,58.9662
543,55,decline,0.1000,57.5142,-137.1393,59.2331
544,55,help,0.6000,57.5142,-137.7421,58.9999
545,55,decline,0.1000,57.7874,-137.7421,59.2668
546,55,decline,0.1000,58.0607,-137.7421,59.5336
547,55,help,0.6000,58.0607,-138.3438,59.3005
548,55,decline,0.1000,58.3352,-138.3438,59.5673
549,55,reciprocate,0.5000,58.2096,-138.8449,59.5673
550,55,help,0.2000,58.2096,-139.0460,59.7349
551,56,decline,-0.3000,58.8832,-139.0460,60.4025
552,56,reciprocate,0.5000,58.7567,-139.5487,60.4025
553,56,help,0.2000,58.7567,-139.7515,60.5709
554,56,help,0.2000,58.7567,-139.9542,60.7392
555,56,help,0.6000,58.7567,-140.5569,60.5075
556,56,help,0.2000,58.7567,-140.7597,60.6759
557,56,decline,0.1000,59.0287,-140.7597,60.9442
558,56,reciprocate,0.5000,58.9008,-141.2618,60.9442
559,56,decline,0.1000,59.1728,-141.2618,61.2132
560,56,decline,0.1000,59.4448,-141.2618,61.4823
561,57,reciprocate,0.5000,59.3168,-141.7629,61.4823
562,57,reciprocate,0.5000,59.1889,-142.2640,61.4823
563,57,decline,0.1000,59.4609,-142.2640,61.7528
564,57,help,0.6000,59.4609,-142.8645,61.5233
565,57,decline,0.1000,59.7341,-142.8645,61.7938
566,57,reciprocate,0.5000,59.6073,-143.3645,61.7938
567,57,decline,-0.3000,60.2805,-143.3645,62.4650
568,57,reciprocate,0.5000,60.1537,-143.8661,62.4650
569,57,help,0.6000,60.1537,-144.4677,62.2369
570,57,reciprocate,0.5000,60.0280,-144.9693,62.2369
571,58,help,0.2000,60.0280,-145.1709,62.4095
572,58,reciprocate,0.2000,60.2015,-145.3725,62.4095
573,58,help,0.2000,60.2015,-145.5740,62.5811
574,58,decline,-0.3000,60.8741,-145.5740,63.2528
575,58,reciprocate,0.5000,60.7467,-146.0772,63.2528
576,58,reciprocate,0.5000,60.6193,-146.5804,63.2528
577,58,decline,-0.3000,61.2918,-146.5804,63.9258
578,58,help,0.2000,61.2918,-146.7851,64.0988
579,58,reciprocate,0.2000,61.4636,-146.9898,64.0988
580,58,help,0.6000,61.4636,-147.5945,63.8709
581,59,help,0.2000,61.4636,-147.7992,64.0430
582,59,help,0.2000,61.4636,-148.0039,64.2151
583,59,help,0.2000,61.4636,-148.2086,64.3872
584,59,decline,0.1000,61.7339,-148.2086,64.6593
585,59,help,0.6000,61.7339,-148.8128,64.4314
586,59,decline,0.1000,62.0053,-148.8128,64.7035
587,59,decline,-0.3000,62.6767,-148.8128,65.3756
588,59,help,0.2000,62.6767,-149.0179,65.5477
589,59,help,0.6000,62.6767,-149.6231,65.3199
590,59,reciprocate,0.5000,62.5484,-150.1283,65.3199
591,60,decline,0.1000,62.8201,-150.1283,65.5926
592,60,help,0.2000,62.8201,-150.3329,65.7654
593,60,decline,0.1000,63.0910,-150.3329,66.0382
594,60,reciprocate,0.5000,62.9619,-150.8370,66.0382
595,60,reciprocate,0.5000,62.8327,-151.3410,66.0382
596,60,decline,0.1000,63.1036,-151.3410,66.3123
597,60,help,0.2000,63.1036,-151.5446,66.4864
598,60,help,0.2000,63.1036,-151.7481,66.6605
599,60,reciprocate,0.5000,62.9729,-152.2517,66.6605
600,60,decline,-0.3000,63.6421,-152.2517,67.3352
601,61,reciprocate,0.5000,63.5113,-152.7567,67.3352
602,61,reciprocate,0.5000,63.3805,-153.2618,67.3352
603,61,decline,-0.3000,64.0498,-153.2618,68.0112
604,61,help,0.2000,64.0498,-153.4683,68.1872
605,61,help,0.2000,64.0498,-153.6749,68.3633
606,61,help,0.2000,64.0498,-153.8814,68.5393
607,61,decline,-0.3000,64.7166,-153.8814,69.2153
608,61,help,0.2000,64.7166,-154.0894,69.3913
609,61,help,0.2000,64.7166,-154.2974,69.5673
610,61,help,0.2000,64.7166,-154.5054,69.7434
611,62,help,0.2000,64.7166,-154.7134,69.9194
612,62,help,0.2000,64.7166,-154.9214,70.0954
613,62,help,0.2000,64.7166,-155.1294,70.2714
614,62,help,0.2000,64.7166,-155.3374,70.4474
615,62,decline,-0.3000,65.3781,-155.3374,71.1235
616,62,decline,0.1000,65.6395,-155.3374,71.3995
617,62,reciprocate,0.5000,65.5010,-155.8463,71.3995
618,62,help,0.6000,65.5010,-156.4552,71.1761
619,62,reciprocate,0.5000,65.3636,-156.9641,71.1761
620,62,decline,-0.3000,66.0261,-156.9641,71.8534
621,63,decline,-0.3000,66.6887,-156.9641,72.5307
622,63,help,0.2000,66.6887,-157.1759,72.7080
623,63,help,0.6000,66.6887,-157.7877,72.4852
624,63,decline,0.1000,66.9516,-157.7877,72.7625
625,63,reciprocate,0.5000,66.8145,-158.2989,72.7625
626,63,help,0.6000,66.8145,-158.9101,72.5404
627,63,help,0.6000,66.8145,-159.5213,72.3183
628,63,help,0.2000,66.8145,-159.7325,72.4962
629,63,decline,-0.3000,67.4788,-159.7325,73.1741
630,63,decline,0.1000,67.7430,-159.7325,73.4519
631,64,help,0.2000,67.7430,-159.9446,73.6298
632,64,help,0.6000,67.7430,-160.5567,73.4077
633,64,help,0.6000,67.7430,-161.1688,73.1856
634,64,help,0.6000,67.7430,-161.7808,72.9635
635,64,help,0.2000,67.7430,-161.9929,73.1414
636,64,help,0.2000,67.7430,-162.2050,73.3193
637,64,help,0.2000,67.7430,-162.4171,73.4972
638,64,reciprocate,0.2000,67.9075,-162.6292,73.4972
639,64,reciprocate,0.5000,67.7720,-163.1412,73.4972
640,64,decline,-0.3000,68.4365,-163.1412,74.1748
641,65,reciprocate,0.2000,68.6010,-163.3547,74.1748
642,65,decline,0.1000,68.8655,-163.3547,74.4515
643,65,decline,-0.3000,69.5301,-163.3547,75.1282
644,65,help,0.6000,69.5301,-163.9690,74.9050
645,65,help,0.2000,69.5301,-164.1833,75.0817
646,65,decline,-0.3000,70.1949,-164.1833,75.7584
647,65,decline,-0.3000,70.8597,-164.1833,76.4352
648,65,reciprocate,0.5000,70.7245,-164.7002,76.4352
649,65,help,0.2000,70.7245,-164.9172,76.6125
650,65,decline,-0.3000,71.3886,-164.9172,77.2899
651,66,help,0.2000,71.3886,-165.1355,77.4672
652,66,decline,0.1000,71.6520,-165.1355,77.7445
653,66,help,0.2000,71.6520,-165.3533,77.9219
654,66,help,0.2000,71.6520,-165.5711,78.0992
655,66,reciprocate,0.5000,71.5140,-166.0888,78.0992
656,66,decline,-0.3000,72.1760,-166.0888,78.7772
657,66,help,0.2000,72.1760,-166.3079,78.9551
658,66,reciprocate,0.2000,72.3374,-166.5269,78.9551
659,66,help,0.2000,72.3374,-166.7460,79.1322
660,66,decline,0.1000,72.5980,-166.7460,79.4092
661,67,help,0.6000,72.5980,-167.3645,79.1863
662,67,decline,-0.3000,73.2597,-167.3645,79.8634
663,67,help,0.2000,73.2597,-167.5844,80.0405
664,67,help,0.2000,73.2597,-167.8042,80.2175
665,67,decline,0.1000,73.5200,-167.8042,80.4946
666,67,decline,0.1000,73.7804,-167.8042,80.7717
667,67,decline,0.1000,74.0407,-167.8042,81.0488
668,67,reciprocate,0.5000,73.9010,-168.3223,81.0488
669,67,decline,0.1000,74.1614,-168.3223,81.3264
670,67,help,0.2000,74.1614,-168.5400,81.5041
671,68,help,0.2000,74.1614,-168.7576,81.6818
672,68,help,0.6000,74.1614,-169.3753,81.4594
673,68,help,0.6000,74.1614,-169.9929,81.2371
674,68,reciprocate,0.5000,74.0223,-170.5106,81.2371
675,68,help,0.2000,74.0223,-170.7282,81.4154
676,68,decline,0.1000,74.2827,-170.7282,81.6936
677,68,decline,0.1000,74.5430,-170.7282,81.9719
678,68,decline,0.1000,74.8033,-170.7282,82.2502
679,68,reciprocate,0.5000,74.6636,-171.2443,82.2502
680,68,help,0.6000,74.6636,-171.8604,82.0290
681,69,decline,0.1000,74.9249,-171.8604,82.3078
682,69,reciprocate,0.5000,74.7862,-172.3759,82.3078
683,69,help,0.2000,74.7862,-172.5915,82.4873
684,69,decline,0.1000,75.0469,-172.5915,82.7667
685,69,help,0.6000,75.0469,-173.2065,82.5461
686,69,decline,0.1000,75.3085,-173.2065,82.8255
687,69,reciprocate,0.5000,75.1701,-173.7211,82.8255
688,69,help,0.6000,75.1701,-174.3356,82.6055
689,69,reciprocate,0.2000,75.3326,-174.5501,82.6055
690,69,help,0.2000,75.3326,-174.7647,82.7847
691,70,reciprocate,0.2000,75.4945,-174.9792,82.7847
692,70,decline,-0.3000,76.1564,-174.9792,83.4630
693,70,decline,0.1000,76.4183,-174.9792,83.7413
694,70,help,0.6000,76.4183,-175.5945,83.5196
695,70,decline,0.1000,76.6812,-175.5945,83.7979
696,70,help,0.2000,76.6812,-175.8093,83.9762
697,70,decline,-0.3000,77.3434,-175.8093,84.6545
698,70,decline,-0.3000,78.0056,-175.8093,85.3328
699,70,help,0.2000,78.0056,-176.0265,85.5111
700,70,help,0.6000,78.0056,-176.6438,85.2894
701,71,help,0.6000,78.0056,-177.2610,85.0677
702,71,help,0.2000,78.0056,-177.4782,85.2460
703,71,help,0.2000,78.0056,-177.6955,85.4243
704,71,help,0.2000,78.0056,-177.9127,85.6026
705,71,decline,-0.3000,78.6671,-177.9127,86.2809
706,71,decline,0.1000,78.9287,-177.9127,86.5592
707,71,reciprocate,0.2000,79.0902,-178.1307,86.5592
708,71,help,0.6000,79.0902,-178.7486,86.3367
709,71,help,0.6000,79.0902,-179.3666,86.1142
710,71,help,0.2000,79.0902,-179.5845,86.2916
711,72,reciprocate,0.2000,79.2529,-179.8025,86.2916
712,72,reciprocate,0.5000,79.1157,-180.3204,86.2916
713,72,help,0.2000,79.1157,-180.5384,86.4688
714,72,reciprocate,0.2000,79.2778,-180.7563,86.4688
715,72,decline,-0.3000,79.9399,-180.7563,87.1452
716,72,decline,0.1000,80.2020,-180.7563,87.4216
717,72,help,0.6000,80.2020,-181.3750,87.1980
718,72,reciprocate,0.2000,80.3650,-181.5936,87.1980
719,72,decline,0.1000,80.6281,-181.5936,87.4736
720,72,decline,-0.3000,81.2911,-181.5936,88.1491
721,73,decline,0.1000,81.5541,-181.5936,88.4247
722,73,help,0.2000,81.5541,-181.8124,88.6003
723,73,decline,0.1000,81.8165,-181.8124,88.8759
724,73,decline,-0.3000,82.4789,-181.8124,89.5515
725,73,decline,0.1000,82.7413,-181.8124,89.8270
726,73,decline,-0.3000,83.4037,-181.8124,90.5026
727,73,decline,-0.3000,84.0661,-181.8124,91.1782
728,73,help,0.2000,84.0661,-182.0337,91.3538
729,73,help,0.2000,84.0661,-182.2551,91.5293
730,73,decline,0.1000,84.3273,-182.2551,91.8049
731,74,decline,0.1000,84.5885,-182.2551,92.0805
732,74,decline,0.1000,84.8497,-182.2551,92.3561
733,74,help,0.6000,84.8497,-182.8749,92.1316
734,74,help,0.2000,84.8497,-183.0947,92.3072
735,74,reciprocate,0.5000,84.7112,-183.6146,92.3072
736,74,decline,0.1000,84.9727,-183.6146,92.5834
737,74,decline,-0.3000,85.6342,-183.6146,93.2595
738,74,decline,-0.3000,86.2956,-183.6146,93.9357
739,74,help,0.6000,86.2956,-184.2362,93.7118
740,74,decline,-0.3000,86.9580,-184.2362,94.3879
741,75,decline,0.1000,87.2204,-184.2362,94.6641
742,75,decline,0.1000,87.4827,-184.2362,94.9402
743,75,reciprocate,0.5000,87.3451,-184.7579,94.9402
744,75,decline,-0.3000,88.0075,-184.7579,95.6170
745,75,reciprocate,0.2000,88.1698,-184.9807,95.6170
746,75,decline,0.1000,88.4322,-184.9807,95.8929
747,75,help,0.2000,88.4322,-185.2031,96.0688
748,75,decline,0.1000,88.6939,-185.2031,96.3447
749,75,reciprocate,0.2000,88.8557,-185.4250,96.3447
750,75,reciprocate,0.5000,88.7175,-185.9469,96.3447
751,76,decline,0.1000,88.9792,-185.9469,96.6204
752,76,reciprocate,0.2000,89.1410,-186.1683,96.6204
753,76,decline,0.1000,89.4028,-186.1683,96.8952
754,76,reciprocate,0.5000,89.2645,-186.6892,96.8952
755,76,reciprocate,0.5000,89.1263,-187.2101,96.8952
756,76,decline,-0.3000,89.7881,-187.2101,97.5712
757,76,decline,0.1000,90.0498,-187.2101,97.8472
758,76,help,0.2000,90.0498,-187.4317,98.0232
759,76,reciprocate,0.2000,90.2110,-187.6532,98.0232
760,76,decline,0.1000,90.4722,-187.6532,98.2985
761,77,help,0.2000,90.4722,-187.8743,98.4737
762,77,reciprocate,0.5000,90.3328,-188.3953,98.4737
763,77,reciprocate,0.2000,90.4933,-188.6164,98.4737
764,77,reciprocate,0.5000,90.3539,-189.1375,98.4737
765,77,decline,0.1000,90.6145,-189.1375,98.7492
766,77,reciprocate,0.5000,90.4751,-189.6581,98.7492
767,77,reciprocate,0.5000,90.3357,-190.1787,98.7492
768,77,help,0.6000,90.3357,-190.7993,98.5259
769,77,decline,0.1000,90.5971,-190.7993,98.8025
770,77,decline,0.1000,90.8586,-190.7993,99.0791
771,78,decline,0.1000,91.1200,-190.7993,99.3557
772,78,help,0.2000,91.1200,-191.0186,99.5323
773,78,reciprocate,0.2000,91.2809,-191.2378,99.5323
774,78,decline,0.1000,91.5418,-191.2378,99.8082
775,78,help,0.6000,91.5418,-191.8566,99.5841
776,78,reciprocate,0.5000,91.4035,-192.3754,99.5841
777,78,reciprocate,0.2000,91.5652,-192.5942,99.5841
778,78,decline,0.1000,91.8270,-192.5942,99.8597
779,78,decline,0.1000,92.0887,-192.5942,100.1354
780,78,help,0.2000,92.0887,-192.8121,100.3110
781,79,help,0.2000,92.0887,-193.0300,100.4866
782,79,reciprocate,0.5000,91.9493,-193.5479,100.4866
783,79,help,0.2000,91.9493,-193.7658,100.6628
784,79,reciprocate,0.5000,91.8093,-194.2837,100.6628
785,79,decline,0.1000,92.0693,-194.2837,100.9395
786,79,help,0.2000,92.0693,-194.5012,101.1162
787,79,reciprocate,0.5000,91.9287,-195.0187,101.1162
788,79,reciprocate,0.5000,91.7881,-195.5362,101.1162
789,79,decline,0.1000,92.0476,-195.5362,101.3939
790,79,decline,0.1000,92.3070,-195.5362,101.6717
791,80,decline,0.1000,92.5664,-195.5362,101.9494
792,80,help,0.2000,92.5664,-195.7523,102.1271
793,80,decline,-0.3000,93.2253,-195.7523,102.8049
794,80,help,0.2000,93.2253,-195.9696,102.9826
795,80,decline,0.1000,93.4836,-195.9696,103.2603
796,80,help,0.2000,93.4836,-196.1863,103.4380
797,80,decline,0.1000,93.7413,-196.1863,103.7158
798,80,decline,0.1000,93.9991,-196.1863,103.9935
799,80,reciprocate,0.2000,94.1568,-196.4023,103.9935
800,80,help,0.2000,94.1568,-196.6182,104.1705
801,81,decline,-0.3000,94.8140,-196.6182,104.8475
802,81,decline,0.1000,95.0712,-196.6182,105.1245
803,81,reciprocate,0.5000,94.9284,-197.1348,105.1245
804,81,help,0.2000,94.9284,-197.3513,105.3020
805,81,help,0.6000,94.9284,-197.9679,105.0795
806,81,reciprocate,0.2000,95.0859,-198.1844,105.0795
807,81,help,0.2000,95.0859,-198.4010,105.2562
808,81,decline,0.1000,95.3429,-198.4010,105.5330
809,81,decline,-0.3000,95.9998,-198.4010,106.2098
810,81,decline,-0.3000,96.6567,-198.4010,106.8865
811,82,decline,0.1000,96.9137,-198.4010,107.1633
812,82,help,0.2000,96.9137,-198.6187,107.3400
813,82,help,0.2000,96.9137,-198.8364,107.5168
814,82,decline,0.1000,97.1696,-198.8364,107.7936
815,82,decline,0.1000,97.4254,-198.8364,108.0703
816,82,help,0.6000,97.4254,-199.4533,107.8471
817,82,decline,-0.3000,98.0821,-199.4533,108.5239
818,82,decline,0.1000,98.3388,-199.4533,108.8006
819,82,help,0.6000,98.3388,-200.0708,108.5774
820,82,reciprocate,0.5000,98.1963,-200.5883,108.5774
821,83,decline,0.1000,98.4539,-200.5883,108.8547
822,83,reciprocate,0.5000,98.3114,-201.1054,108.8547
823,83,help,0.2000,98.3114,-201.3224,109.0324
824,83,decline,0.1000,98.5684,-201.3224,109.3102
825,83,decline,0.1000,98.8254,-201.3224,109.5880
826,83,reciprocate,0.5000,98.6824,-201.8387,109.5880
827,83,help,0.6000,98.6824,-202.4550,109.3663
828,83,reciprocate,0.2000,98.8402,-202.6712,109.3663
829,83,help,0.6000,98.8402,-203.2875,109.1438
830,83,help,0.2000,98.8402,-203.5038,109.3214
831,84,decline,0.1000,99.0983,-203.5038,109.5989
832,84,help,0.2000,99.0983,-203.7196,109.7765
833,84,reciprocate,0.2000,99.2559,-203.9355,109.7765
834,84,reciprocate,0.5000,99.1135,-204.4513,109.7765
835,84,help,0.6000,99.1135,-205.0672,109.5538
836,84,decline,0.1000,99.3719,-205.0672,109.8311
837,84,decline,0.1000,99.6303,-205.0672,110.1085
838,84,help,0.2000,99.6303,-205.2823,110.2858
839,84,help,0.2000,99.6303,-205.4973,110.4631
840,84,help,0.2000,99.6303,-205.7124,110.6405
841,85,reciprocate,0.2000,99.7871,-205.9275,110.6405
842,85,reciprocate,0.2000,99.9439,-206.1425,110.6405
843,85,decline,0.1000,100.2007,-206.1425,110.9164
844,85,decline,0.1000,100.4575,-206.1425,111.1923
845,85,decline,0.1000,100.7143,-206.1425,111.4682
846,85,help,0.6000,100.7143,-206.7564,111.2441
847,85,decline,0.1000,100.9719,-206.7564,111.5200
848,85,help,0.6000,100.9719,-207.3700,111.2959
849,85,reciprocate,0.2000,101.1304,-207.5835,111.2959
850,85,decline,-0.3000,101.7888,-207.5835,111.9711
851,86,decline,0.1000,102.0472,-207.5835,112.2463
852,86,decline,0.1000,102.3056,-207.5835,112.5215
853,86,help,0.2000,102.3056,-207.7972,112.6967
854,86,decline,0.1000,102.5635,-207.7972,112.9719
855,86,decline,0.1000,102.8214,-207.7972,113.2471
856,86,decline,-0.3000,103.4793,-207.7972,113.9223
857,86,decline,0.1000,103.7372,-207.7972,114.1975
858,86,reciprocate,0.5000,103.5951,-208.3107,114.1975
859,86,reciprocate,0.2000,103.7530,-208.5242,114.1975
860,86,help,0.6000,103.7530,-209.1378,113.9725
861,87,decline,-0.3000,104.4117,-209.1378,114.6475
862,87,decline,-0.3000,105.0703,-209.1378,115.3225
863,87,reciprocate,0.2000,105.2290,-209.3532,115.3225
864,87,help,0.6000,105.2290,-209.9686,115.0968
865,87,decline,0.1000,105.4885,-209.9686,115.3711
866,87,reciprocate,0.5000,105.3480,-210.4836,115.3711
867,87,decline,0.1000,105.6075,-210.4836,115.6459
868,87,help,0.2000,105.6075,-210.6983,115.8207
869,87,decline,0.1000,105.8664,-210.6983,116.0955
870,87,help,0.6000,105.8664,-211.3126,115.8703
871,88,help,0.2000,105.8664,-211.5269,116.0451
872,88,reciprocate,0.2000,106.0256,-211.7411,116.0451
873,88,reciprocate,0.2000,106.1849,-211.9554,116.0451
874,88,help,0.6000,106.1849,-212.5697,115.8185
875,88,decline,0.1000,106.4449,-212.5697,116.0920
876,88,decline,0.1000,106.7049,-212.5697,116.3654
877,88,reciprocate,0.5000,106.5649,-213.0833,116.3654
878,88,decline,0.1000,106.8249,-213.0833,116.6393
879,88,reciprocate,0.2000,106.9849,-213.2964,116.6393
880,88,reciprocate,0.2000,107.1449,-213.5096,116.6393
881,89,decline,-0.3000,107.8049,-213.5096,117.3119
882,89,reciprocate,0.5000,107.6649,-214.0237,117.3119
883,89,reciprocate,0.5000,107.5249,-214.5378,117.3119
884,89,decline,0.1000,107.7849,-214.5378,117.5855
885,89,decline,-0.3000,108.4449,-214.5378,118.2591
886,89,decline,0.1000,108.7049,-214.5378,118.5326
887,89,decline,0.1000,108.9649,-214.5378,118.8062
888,89,help,0.2000,108.9649,-214.7518,118.9797
889,89,decline,-0.3000,109.6244,-214.7518,119.6533
890,89,decline,0.1000,109.8838,-214.7518,119.9269
891,90,decline,-0.3000,110.5433,-214.7518,120.6004
892,90,reciprocate,0.5000,110.4028,-215.2671,120.6004
893,90,decline,0.1000,110.6623,-215.2671,120.8745
894,90,decline,-0.3000,111.3218,-215.2671,121.5485
895,90,decline,-0.3000,111.9813,-215.2671,122.2226
896,90,decline,0.1000,112.2408,-215.2671,122.4966
897,90,reciprocate,0.5000,112.1002,-215.7835,122.4966
898,90,reciprocate,0.5000,111.9597,-216.2999,122.4966
899,90,help,0.6000,111.9597,-216.9163,122.2716
900,90,help,0.2000,111.9597,-217.1328,122.4466
901,91,reciprocate,0.5000,111.8195,-217.6492,122.4466
902,91,help,0.2000,111.8195,-217.8656,122.6221
903,91,decline,0.1000,112.0787,-217.8656,122.8976
904,91,decline,0.1000,112.3379,-217.8656,123.1730
905,91,help,0.2000,112.3379,-218.0813,123.3485
906,91,decline,0.1000,112.5967,-218.0813,123.6240
907,91,help,0.2000,112.5967,-218.2966,123.7995
908,91,reciprocate,0.2000,112.7549,-218.5119,123.7995
909,91,help,0.2000,112.7549,-218.7273,123.9743
910,91,decline,0.1000,113.0126,-218.7273,124.2491
911,92,decline,0.1000,113.2704,-218.7273,124.5239
912,92,decline,0.1000,113.5281,-218.7273,124.7987
913,92,help,0.2000,113.5281,-218.9416,124.9735
914,92,reciprocate,0.5000,113.3853,-219.4558,124.9735
915,92,help,0.6000,113.3853,-220.0701,124.7488
916,92,decline,-0.3000,114.0433,-220.0701,125.4241
917,92,reciprocate,0.5000,113.9013,-220.5853,125.4241
918,92,reciprocate,0.5000,113.7593,-221.1004,125.4241
919,92,reciprocate,0.5000,113.6173,-221.6156,125.4241
920,92,help,0.6000,113.6173,-222.2307,125.2007
921,93,decline,0.1000,113.8760,-222.2307,125.4774
922,93,reciprocate,0.5000,113.7348,-222.7455,125.4774
923,93,help,0.2000,113.7348,-222.9603,125.6545
924,93,help,0.6000,113.7348,-223.5751,125.4317
925,93,reciprocate,0.2000,113.8938,-223.7900,125.4317
926,93,help,0.6000,113.8938,-224.4048,125.2081
927,93,help,0.6000,113.8938,-225.0196,124.9846
928,93,help,0.2000,113.8938,-225.2344,125.1611
929,93,help,0.2000,113.8938,-225.4492,125.3375
930,93,reciprocate,0.2000,114.0533,-225.6640,125.3375
931,94,decline,0.1000,114.3128,-225.6640,125.6134
932,94,decline,0.1000,114.5723,-225.6640,125.8892
933,94,help,0.2000,114.5723,-225.8781,126.0650
934,94,decline,0.1000,114.8313,-225.8781,126.3408
935,94,reciprocate,0.5000,114.6904,-226.3919,126.3408
936,94,help,0.6000,114.6904,-227.0056,126.1171
937,94,help,0.6000,114.6904,-227.6194,125.8934
938,94,reciprocate,0.5000,114.5509,-228.1332,125.8934
939,94,help,0.6000,114.5509,-228.7469,125.6701
940,94,help,0.2000,114.5509,-228.9607,125.8468
941,95,reciprocate,0.5000,114.4116,-229.4745,125.8468
942,95,decline,0.1000,114.6723,-229.4745,126.1240
943,95,help,0.2000,114.6723,-229.6879,126.3012
944,95,help,0.6000,114.6723,-230.3014,126.0784
